id,firstname,lastname,skills,endorsements,volunteer_experience,num_connections,location,causes_supported,industry,summary
9213,simar,bhatnagar,"Reporting, Cloud Based Visualizations, Graphic Artist","50, 42, 20",5,10,location,"cause1,cause2",industry,summary
9214,simar,wartney,"Confidence, Programming Web Pages, Service Writing","2, 23, 18",8,190,location,"cause1,cause2",industry,summary
9215,simar,parker,"Data Imports, Motivation, Production Sourcing Director","40, 26, 22",3,75,location,"cause1,cause2",industry,summary
9216,abhijeet,ann,"Identifying Theme, Communication, Mathematics, Operations, DevOps","26, 8, 2, 49, 1",8,187,location,"cause1,cause2",industry,summary
9217,nishant,parker,"Forecasts, Menu Planning, Hair Cutting","16, 36, 33",2,75,location,"cause1,cause2",industry,summary
9218,rahul,kapoor,"Bill Payment, Digital Media, Rehabilitating Others, Hair Cutting, Data Imports","41, 4, 29, 48, 1",4,358,location,"cause1,cause2",industry,summary
9219,rohit,parker,"Recordkeeping, Food Pricing, Product Developer, Collaboration, Chart of Accounts","35, 41, 31, 13, 3",1,144,location,"cause1,cause2",industry,summary
9220,mark,wartney,"Time Efficient, Recommendations, Teamwork, Patience","38, 42, 46, 7",9,80,location,"cause1,cause2",industry,summary
9221,simar,kapoor,"Report Writing, Banquet, Pitching Story Possibilities to Editors, Technical","33, 12, 42, 26",2,86,location,"cause1,cause2",industry,summary
9222,ashima,wartney,"C++, Brand Ambassador, Flexibility","6, 3, 19",7,217,location,"cause1,cause2",industry,summary
9223,priya,singh,"Principal Concept Knowledge, Reasoning, Administrative Tasks","37, 38, 12",10,262,location,"cause1,cause2",industry,summary
9224,priya,arora,"Python, Job Cost Reports, Email Marketing","45, 22, 42",9,370,location,"cause1,cause2",industry,summary
9225,mark,gandhi,"Corporate Tax, Entertainment, Industrial Control Systems, Pumping Gas","3, 29, 16, 29",6,232,location,"cause1,cause2",industry,summary
9226,rahul,sherawat,"Media, Engagement, Customer Service, Web Metrics","31, 34, 41, 47",10,52,location,"cause1,cause2",industry,summary
9227,mark,roy,"Generating Content for Social Media Outlets, Flexibility, Numerical Competence, APIs","45, 48, 40, 45",9,149,location,"cause1,cause2",industry,summary
9228,mia,rai,"Project Management, Interest Calculations, Content Management Systems (CMS), Technical Support, Food Pricing","29, 9, 23, 1, 27",5,211,location,"cause1,cause2",industry,summary
9229,adam,rai,"Interest Calculations, Big Data, Web Metrics, Administrative Tasks, MS Access","2, 34, 48, 24, 12",6,276,location,"cause1,cause2",industry,summary
9230,dave,bhatnagar,"Integrating Security Protocols with Cloud Design, Language, Google Analytics, Data Entry","44, 48, 48, 4",2,155,location,"cause1,cause2",industry,summary
9231,mia,bhatnagar,"Evaluating Emerging Digital Technology Tools, Skin Care, Prioritizing","21, 13, 5",4,77,location,"cause1,cause2",industry,summary
9232,sid,gandhi,"Service, Ordering, Financial Software, Crystal Reports, Big Data","7, 49, 38, 10, 19",5,21,location,"cause1,cause2",industry,summary
9233,adam,rai,"Scheduling, Team Building, Teamwork, Reasoning","37, 29, 10, 48",9,113,location,"cause1,cause2",industry,summary
9234,chad,parker,"Hair Coloring, Trial Balancing, Manual Dexterity, Data Modeling, Map Reading","7, 11, 49, 23, 39",3,82,location,"cause1,cause2",industry,summary
9235,nishant,roy,"Flexibility, Courtesy, Data Tools","12, 4, 15",9,271,location,"cause1,cause2",industry,summary
9236,adam,sherawat,"Appointment Scheduling, Content Programming, Content Review, Entertainment, Personal Interaction","22, 15, 14, 22, 10",1,129,location,"cause1,cause2",industry,summary
9237,abhishek,mehrotra,"Microsoft Office, Overseeing Operation, Debt Management, Administrative Tasks","23, 43, 41, 2",8,377,location,"cause1,cause2",industry,summary
9238,akshay,bhatnagar,"Production Coordinator, Metrics, Problem Solving, Cloud Based Development, Business Storytelling","33, 38, 9, 18, 42",2,320,location,"cause1,cause2",industry,summary
9239,akshay,bhatnagar,"Operations, Responsibility, Control Labor Costs, Confidence, Attentiveness","16, 29, 31, 9, 42",3,66,location,"cause1,cause2",industry,summary
9240,abhijeet,dangelo,"sql, Organizing, Preparing Written Documents, Grammar","24, 5, 45, 35",5,169,location,"cause1,cause2",industry,summary
9241,akshay,sherawat,"Directing Customers, Forecasts, Prioritizing, Mobile, Networking","11, 27, 26, 50, 12",5,478,location,"cause1,cause2",industry,summary
9242,rahul,gandhi,"Image Management, Technical Writing, Retail Footwear Buyer, Preparing Written Documents, Entertainment","2, 33, 27, 36, 8",7,45,location,"cause1,cause2",industry,summary
9243,adam,dangelo,"Menu Planning, Corporate Reports, Accounting Software, Interest Calculations","11, 17, 10, 18",6,82,location,"cause1,cause2",industry,summary
9244,dave,rai,"Development, Problem Solving, Manual Dexterity, Empathy","8, 2, 40, 1",9,292,location,"cause1,cause2",industry,summary
9245,abhijeet,sherawat,"Data Visualization Tools, Heat Control, Evaluating Processes","25, 28, 22",1,229,location,"cause1,cause2",industry,summary
9246,kendra,parker,"Supervising, Evaluating Processes, Courtesy, Multitasking, Handling Criticism Calmly","45, 35, 22, 30, 48",1,490,location,"cause1,cause2",industry,summary
9247,dave,dangelo,"Networking, Data Visualization Tools, Product Knowledge, Editing","34, 3, 38, 12",9,158,location,"cause1,cause2",industry,summary
9248,nishant,dangelo,"MS Access, Responsibility, Asset Management","10, 7, 36",7,370,location,"cause1,cause2",industry,summary
9249,chad,dangelo,"Checking Account Withdrawal, Diplomacy, Customer Care, Catering","43, 28, 50, 40",3,250,location,"cause1,cause2",industry,summary
9250,akshay,walia,"Email Marketing, Tax Law, Fashion Buyer, Tax Analysis, Content Promotion","20, 47, 15, 43, 42",2,99,location,"cause1,cause2",industry,summary
9251,kendra,sherawat,"Heat Control, Networking, Data Modeling, Technology, Audits","10, 34, 9, 38, 40",10,181,location,"cause1,cause2",industry,summary
9252,kendra,mehrotra,"Hair Coloring, Technical Writing, Customer Care, Customer Care, html","45, 22, 27, 33, 33",6,210,location,"cause1,cause2",industry,summary
9253,priya,nagpal,"Publications, PowerPoint, General Auto Repair, Content Management","10, 9, 20, 43",5,334,location,"cause1,cause2",industry,summary
9254,akshay,singh,"Information Design, Baking Techniques, Azure, General Manager","44, 24, 2, 49",8,497,location,"cause1,cause2",industry,summary
9255,ashima,bhatnagar,"Establishing purpose, Content Programming, Development, Exercising Discretion","16, 40, 38, 17",10,278,location,"cause1,cause2",industry,summary
9256,rahul,dangelo,"Formatting, Cash Receipts, Banquet, Communication, Cloud Based Visualizations","42, 49, 47, 9, 6",4,481,location,"cause1,cause2",industry,summary
9257,lisa,mehrotra,"General Manager, Cloud Maintenance Tasks, Creativity, Oracle, Photoshop","49, 28, 8, 34, 18",5,358,location,"cause1,cause2",industry,summary
9258,mark,arora,"Debt Management, Technical Support, Banking Software, Accuracy, Reporting","14, 4, 3, 44, 29",10,499,location,"cause1,cause2",industry,summary
9259,tiffany,singh,"Analytical, Cloud Based Visualizations, AWS, matlab","17, 1, 6, 21",4,24,location,"cause1,cause2",industry,summary
9260,priya,rai,"Communication, Assertiveness, Rebuild Parts, Troubleshooting Abilities, Baking","22, 1, 39, 40, 48",4,226,location,"cause1,cause2",industry,summary
9261,kendra,roy,"Research and Development Manager, Multitasking, Financial Statements, Customer Service, Benchmarking","8, 17, 32, 3, 27",2,32,location,"cause1,cause2",industry,summary
9262,chad,rai,"Planning, Analytics, Detail Oriented, Sketching, Hadoop","19, 24, 1, 39, 8",6,408,location,"cause1,cause2",industry,summary
9263,akshay,rai,"Bill Payment, Empathy, Business Storytelling","22, 46, 23",1,214,location,"cause1,cause2",industry,summary
9264,ashima,kapoor,"Cash Receipts, Reading Volumes, Cloud Systems Administration, Decision Making, Oracle","50, 2, 50, 22, 20",3,316,location,"cause1,cause2",industry,summary
9265,nishant,dangelo,"Project Management, Product Planner, Auto Body Repair, Analysis, General Auto Repair","19, 43, 16, 7, 5",5,54,location,"cause1,cause2",industry,summary
9266,mark,nagpal,"Business Acumen, Brand Strategist, Code Management and Promotion Tools, Analytics","10, 26, 9, 2",4,297,location,"cause1,cause2",industry,summary
9267,simar,sherawat,"Time Management, Electrical Installations, Analytical, Teamwork, General Auto Repair","46, 34, 21, 25, 26",9,488,location,"cause1,cause2",industry,summary
9268,himani,mehrotra,"Automated Deployment, Auto Body Repair, Computer Programs, Federal Tax Law, Mathematical","11, 35, 47, 19, 16",8,266,location,"cause1,cause2",industry,summary
9269,abhishek,parker,"Cash Drawer Maintenance, Communication, Product Developer, Numerical Competence, Data Modeling","17, 48, 24, 36, 45",9,139,location,"cause1,cause2",industry,summary
9270,nishant,arora,"Service Writing, Code Management and Promotion Tools, Regulating Rules","37, 1, 31",7,93,location,"cause1,cause2",industry,summary
9271,varun,mehrotra,"Sales, Poise, Troubleshooting Abilities, Evaluating Emerging Digital Technology Tools","26, 12, 10, 8",7,199,location,"cause1,cause2",industry,summary
9272,nishant,dangelo,"Trial Balancing, Tax Compliance, Multitasking","14, 1, 40",9,325,location,"cause1,cause2",industry,summary
9273,chad,singh,"Communication, Following Directions, Ordering, Java, Computer","3, 6, 32, 1, 50",4,122,location,"cause1,cause2",industry,summary
9274,sid,kapoor,"Prioritizing, Big Data, Microsoft Office, Organizational, Preparing Written Documents","6, 49, 21, 36, 6",8,242,location,"cause1,cause2",industry,summary
9275,mia,bhatnagar,"Car Tune-Up, Problem Solving, Microsoft Office","39, 34, 8",1,40,location,"cause1,cause2",industry,summary
9276,priya,rai,"Income Tax, Electrical Schematics, Report Writing, Big Data, Technical","18, 50, 19, 43, 16",6,489,location,"cause1,cause2",industry,summary
9277,rahul,nagpal,"Regulating Rules, Recordkeeping, Microsoft Office, Cloud Hosting Services, Corporate Reports","40, 34, 49, 20, 6",9,30,location,"cause1,cause2",industry,summary
9278,abhishek,walia,"Financial Analysis, Electrical Installations, Email Marketing, Python","3, 34, 14, 36",8,133,location,"cause1,cause2",industry,summary
9279,mark,mehrotra,"Logical Thinking, Cost Accounting, Banking Software","6, 44, 22",5,138,location,"cause1,cause2",industry,summary
9280,rahul,nagpal,"Income Tax, Scalp Treatment, Diplomacy, Excel","4, 49, 40, 32",4,328,location,"cause1,cause2",industry,summary
9281,mia,bhatnagar,"Presenting Proposals to Colleagues, Communication, Automated Deployment, Best Practices","22, 42, 45, 45",2,24,location,"cause1,cause2",industry,summary
9282,rohit,dangelo,"Problem Solving, Positivity, Hair Design","36, 20, 31",2,46,location,"cause1,cause2",industry,summary
9283,himani,ann,"html, Product Planner, Team Building","31, 7, 38",4,437,location,"cause1,cause2",industry,summary
9284,mia,dangelo,"Financial Software, Empathy, Microsoft Office, Cloud Maintenance Tasks, Depersonalization","33, 33, 15, 4, 37",10,360,location,"cause1,cause2",industry,summary
9285,dave,ann,"Copy Editing, Programming Web Pages, Financial Software, Analysis","1, 3, 13, 33",5,449,location,"cause1,cause2",industry,summary
9286,rohit,arora,"Communication, Deposits, Balance Sheets, Ordering Supplies","44, 48, 37, 43",10,405,location,"cause1,cause2",industry,summary
9287,mark,mehrotra,"Networking, cloud, Problem Solving","42, 17, 19",1,71,location,"cause1,cause2",industry,summary
9288,sid,sherawat,"Interaction Design, Analytical, Identifying Audience","26, 3, 26",1,147,location,"cause1,cause2",industry,summary
9289,sid,mehrotra,"Jquery, Algorithmic, Hotel Kitchen, Analysis","39, 1, 19, 36",5,447,location,"cause1,cause2",industry,summary
9290,mia,mehrotra,"Agile Project Methodology, Certified Public Accountant (CPA), Hair Lightening, Drawing Consensus, Google Analytics","32, 32, 48, 35, 29",4,491,location,"cause1,cause2",industry,summary
9291,rahul,parker,"Sales, Styling, Communication, Planning, Positive Attitude","14, 40, 33, 9, 15",7,128,location,"cause1,cause2",industry,summary
9292,tiffany,walia,"Product Knowledge, Styling, Regulating Rules, Content Programming","44, 50, 19, 37",4,466,location,"cause1,cause2",industry,summary
9293,tiffany,bhatnagar,"Scheduling, Data Modeling, Google Analytics, Collections","17, 3, 31, 30",8,379,location,"cause1,cause2",industry,summary
9294,tiffany,gandhi,"Information Design, Google Cloud, Sketching","4, 34, 46",4,244,location,"cause1,cause2",industry,summary
9295,kendra,nagpal,"Public Speaking, Tax Analysis, cloud, Proposals","34, 1, 31, 39",10,172,location,"cause1,cause2",industry,summary
9296,abhishek,dangelo,"Transferable, Car Tune-Up, Interaction Flows, Content Management, Operations","25, 39, 17, 11, 37",1,265,location,"cause1,cause2",industry,summary
9297,rahul,mehrotra,"Check Runs, Service, Paychex","44, 26, 7",3,62,location,"cause1,cause2",industry,summary
9298,varun,gandhi,"Decision Trees, Problem Solving, Food Preparation","42, 49, 16",4,137,location,"cause1,cause2",industry,summary
9299,lisa,arora,"Diplomacy, Python, Automated Deployment, Aging Reports, Cloud Applications","44, 44, 26, 47, 6",7,423,location,"cause1,cause2",industry,summary
9300,sid,dangelo,"Accuracy, Preparing Written Documents, Questioning Others, Preparing Written Documents","29, 36, 41, 9",1,176,location,"cause1,cause2",industry,summary
9301,sid,roy,"Bill Payment, Attention to Detail, Service, Generating Content for Social Media Outlets","47, 10, 11, 11",1,206,location,"cause1,cause2",industry,summary
9302,himani,kapoor,"Financial Report Auditing, Problem Solving, Heat Control, Corporate Tax, Test Building Materials","12, 39, 50, 22, 22",7,148,location,"cause1,cause2",industry,summary
9303,simar,gandhi,"Documentation, Logical Thinking, Financial Statements, Patience, Empathy","26, 4, 11, 35, 14",1,226,location,"cause1,cause2",industry,summary
9304,dave,dangelo,"Cross Sales of Service, Brake Repair, Map Reading, Reporting, Scheduling","29, 13, 20, 20, 7",2,266,location,"cause1,cause2",industry,summary
9305,chad,wartney,"Baking Techniques, Oracle, Map Reading","31, 36, 44",5,136,location,"cause1,cause2",industry,summary
9306,rohit,dangelo,"Service Writing, Financial Reporting, Public Speaking","38, 6, 40",7,124,location,"cause1,cause2",industry,summary
9307,rohit,gandhi,"Ordering, Pastry, Bookkeeping, Cost Control","11, 12, 26, 38",5,174,location,"cause1,cause2",industry,summary
9308,simar,walia,"Checking Account Deposit, Menus, Attentiveness, C++, Commitment to Quality","18, 24, 42, 38, 10",5,232,location,"cause1,cause2",industry,summary
9309,himani,gandhi,"Communication, Computer, AWS","18, 28, 26",9,77,location,"cause1,cause2",industry,summary
9310,varun,rai,"PowerPoint, Map Reading, Peachtree, Accounting Information Systems, Problem Solving","3, 26, 48, 49, 29",7,223,location,"cause1,cause2",industry,summary
9311,kendra,mehrotra,"Mathematics, Algorithms, Baking Techniques, Transferable, Initiative","33, 6, 25, 32, 48",8,87,location,"cause1,cause2",industry,summary
9312,priya,wartney,"Budgeting, Accounting Processes, Events Manager, Rebuild Parts, Time Efficient","4, 6, 8, 26, 36",3,288,location,"cause1,cause2",industry,summary
9313,kendra,kapoor,"Data Imports, First Aid, Conduct tests and inspections, Cost Control, Peachtree","2, 43, 29, 40, 12",10,250,location,"cause1,cause2",industry,summary
9314,rahul,dangelo,"Digital Media, Deposits, Managing Full Application Stacks","19, 24, 6",7,343,location,"cause1,cause2",industry,summary
9315,adam,wartney,"Principal Concept Knowledge, Cloud Applications, Entertainment","26, 16, 13",1,312,location,"cause1,cause2",industry,summary
9316,adam,singh,"Project Management, Invoices, Depersonalization, Bedding Designer, APIs","12, 15, 10, 3, 13",8,339,location,"cause1,cause2",industry,summary
9317,tiffany,dangelo,"Benchmarking, Brake Resurfacing, Programming Web Pages, Appointment Scheduling, Digital Marketing","14, 6, 27, 20, 47",3,389,location,"cause1,cause2",industry,summary
9318,nishant,rai,"Problem Solving, Information Architecture, Creative Director, Managing Full Application Stacks, Team Building","13, 35, 26, 16, 49",2,155,location,"cause1,cause2",industry,summary
9319,adam,roy,"Data Modeling, Build, Manage and Monitor Cloud Environments, Verifications, Interpersonal, Consistency","35, 7, 28, 17, 36",4,105,location,"cause1,cause2",industry,summary
9320,akshay,dangelo,"Baking, Supervising, Interpersonal Skills, Following Directions","25, 32, 6, 21",7,289,location,"cause1,cause2",industry,summary
9321,priya,mehrotra,"Heat Control, Detail Orientation, Tax Liabilities, Critical Thinking, Forecasting","6, 38, 39, 24, 43",10,313,location,"cause1,cause2",industry,summary
9322,dave,walia,"Reading Volumes, Cash Receipts, Forecasting, Planning, Associate Designer","24, 36, 48, 15, 47",5,216,location,"cause1,cause2",industry,summary
9323,kendra,rai,"Accounting Processes, Customer Relations, Benchmarking","12, 45, 49",6,419,location,"cause1,cause2",industry,summary
9324,adam,singh,"Identifying Audience, Hygiene, Prioritizing, html","3, 45, 14, 15",6,487,location,"cause1,cause2",industry,summary
9325,nishant,kapoor,"Rebuild Parts, Deployment Automation Tools, Organization","1, 5, 11",5,97,location,"cause1,cause2",industry,summary
9326,mark,arora,"Budgeting, Customer Care, Checking Account Deposit, Diesel Engine Repair","46, 34, 26, 39",6,65,location,"cause1,cause2",industry,summary
9327,dave,gandhi,"Evaluating Options and Ordering Equipment and Tools, public speaking, Rehabilitating Others","21, 33, 47",4,451,location,"cause1,cause2",industry,summary
9328,sid,arora,"Collections, Analysis, Attention to Detail, Scheduling, Transferable","24, 18, 33, 21, 47",6,180,location,"cause1,cause2",industry,summary
9329,himani,kapoor,"Content Promotion, Hiring, Tax Filing","22, 30, 42",1,423,location,"cause1,cause2",industry,summary
9330,abhijeet,wartney,"Menu Planning, Retail Fashion Recruiter, Analytical, Data Modeling","1, 11, 45, 37",7,162,location,"cause1,cause2",industry,summary
9331,himani,arora,"Accounting Principles, Audit Schedules, Concepts, Critical Thinking, Technical Support","1, 30, 17, 42, 24",8,53,location,"cause1,cause2",industry,summary
9332,akshay,ann,"Analytical, Overseeing Operation, MS Access, Flexibility","33, 43, 35, 36",4,113,location,"cause1,cause2",industry,summary
9333,priya,singh,"Establishing purpose, Deposits, Hotel Kitchen, Trial Balancing, Tax Liabilities","10, 30, 9, 46, 50",3,305,location,"cause1,cause2",industry,summary
9334,abhishek,kapoor,"Digital Marketing, Planning, Scheduling, Depersonalization","27, 25, 47, 44",5,183,location,"cause1,cause2",industry,summary
9335,sid,arora,"Google Analytics, Withdrawals, Debt Management, Checking Account Deposit","47, 14, 5, 20",6,370,location,"cause1,cause2",industry,summary
9336,nishant,mehrotra,"Microsoft Office, Initiative, Income Tax","41, 44, 48",1,136,location,"cause1,cause2",industry,summary
9337,priya,dangelo,"Account Analysis, Training, Events Manager","43, 41, 37",7,185,location,"cause1,cause2",industry,summary
9338,abhishek,ann,"Brand Ambassador, Styling, Planning Assistant","3, 27, 43",2,319,location,"cause1,cause2",industry,summary
9339,sid,kapoor,"Construction, Presenting Proposals to Colleagues, Verbal Communication, Supervising, Cost Accounting","42, 48, 35, 8, 45",10,420,location,"cause1,cause2",industry,summary
9340,varun,rai,"Communication, Digital Media, Transaction Inquiries, Integrating Security Protocols with Cloud Design","41, 2, 44, 40",3,391,location,"cause1,cause2",industry,summary
9341,mia,walia,"Factory Manager, Metrics, Truck Driving","22, 39, 7",9,496,location,"cause1,cause2",industry,summary
9342,rohit,kapoor,"Information Architecture, Email Marketing, Food Regulations, Accounting Processes, Decision Trees","39, 22, 30, 30, 41",2,389,location,"cause1,cause2",industry,summary
9343,abhishek,bhatnagar,"Hair Styling, Construction, Collaboration, Health and Safety, Managing Full Application Stacks","23, 40, 36, 1, 20",1,61,location,"cause1,cause2",industry,summary
9344,tiffany,bhatnagar,"Planning Assistant, Benchmarking, Depersonalization, Factory Manager, Optimization","32, 14, 46, 47, 17",8,345,location,"cause1,cause2",industry,summary
9345,abhijeet,roy,"Screening Calls, Financial Report Auditing, Inventory Management","1, 7, 41",4,57,location,"cause1,cause2",industry,summary
9346,chad,singh,"Customer Relations, html, Personal Interaction, Reporting","30, 3, 34, 21",3,216,location,"cause1,cause2",industry,summary
9347,rahul,wartney,"Questioning Others, Peachtree, Copy Editing, Multitasking, Creativity","50, 13, 7, 36, 26",9,66,location,"cause1,cause2",industry,summary
9348,tiffany,wartney,"Forecasts, Ordering, Change and Repair Tires, Editing, Benchmarking","46, 29, 20, 44, 23",3,314,location,"cause1,cause2",industry,summary
9349,abhijeet,rai,"Health and Safety, Technical Writing, Motivation, Ingredient Selection, Trial Balancing","50, 6, 45, 29, 28",9,36,location,"cause1,cause2",industry,summary
9350,rohit,gandhi,"Documenting, Forecasts, Management, Bill Payment","39, 41, 19, 18",7,124,location,"cause1,cause2",industry,summary
9351,lisa,sherawat,"Time Efficient, Hosting Virtualization Platforms, Deploying Applications in a Cloud Environment","30, 17, 13",7,343,location,"cause1,cause2",industry,summary
9352,himani,parker,"Retail Footwear Buyer, Verbal Communication, Customer Service Representative","49, 50, 50",9,356,location,"cause1,cause2",industry,summary
9353,himani,roy,"Federal Tax Law, Fixed Assets, Production Coordinator, Styling","12, 32, 45, 45",2,157,location,"cause1,cause2",industry,summary
9354,tiffany,gandhi,"Teaching, Certified Public Accountant (CPA), Financial Analysis","21, 13, 21",6,362,location,"cause1,cause2",industry,summary
9355,adam,singh,"Critical Thinking, cloud, Aging Reports, Map Reading, Product Knowledge","47, 9, 10, 4, 29",6,67,location,"cause1,cause2",industry,summary
9356,rohit,kapoor,"Analytical, Sketching, Asset Management, Poise","31, 22, 38, 27",10,275,location,"cause1,cause2",industry,summary
9357,sid,ann,"Consistency, Audit Schedules, Time Management, Evaluating Processes","43, 9, 29, 5",2,73,location,"cause1,cause2",industry,summary
9358,mark,nagpal,"Diagnostic Abilities, Graphic Artist, Analysis","48, 27, 18",9,166,location,"cause1,cause2",industry,summary
9359,rohit,roy,"Pumping Gas, Commitment to Quality, Organization, Event Planner","35, 3, 28, 30",8,126,location,"cause1,cause2",industry,summary
9360,priya,roy,"Networking, Brake Repair, Service","31, 15, 12",7,132,location,"cause1,cause2",industry,summary
9361,rohit,parker,"Baking Techniques, Cost Control, html","10, 36, 27",2,325,location,"cause1,cause2",industry,summary
9362,simar,kapoor,"Banquet, Image Management, Content Programming","45, 20, 39",5,322,location,"cause1,cause2",industry,summary
9363,varun,sherawat,"Attention to Detail, Communication, Motivation, Banking Software, Planner","37, 4, 43, 42, 33",10,144,location,"cause1,cause2",industry,summary
9364,sid,gandhi,"Electrical Schematics, Management, Accounts Receivable, Poise, Programming Web Pages","40, 8, 30, 31, 2",7,340,location,"cause1,cause2",industry,summary
9365,rahul,gandhi,"Scheduling, Numerical Analysis, Certified Public Accountant (CPA), Cloud Hosting Services, Remembering Facts","27, 10, 8, 37, 6",4,53,location,"cause1,cause2",industry,summary
9366,rohit,arora,"Communication, Algorithmic, Computer Programs","12, 6, 27",5,338,location,"cause1,cause2",industry,summary
9367,kendra,bhatnagar,"Debt Management, First Aid, Balance Sheets, Digital Media","10, 3, 18, 22",10,228,location,"cause1,cause2",industry,summary
9368,abhijeet,nagpal,"Numerical Analysis, Dedication, Analytical","15, 44, 17",4,88,location,"cause1,cause2",industry,summary
9369,abhishek,wartney,"Supervising, Problem Analysis, Training, Interpersonal, Following Directions","3, 11, 41, 20, 5",8,209,location,"cause1,cause2",industry,summary
9370,lisa,mehrotra,"Responsibility, Mathematics, Customer Service, Metrics","2, 7, 33, 44",7,238,location,"cause1,cause2",industry,summary
9371,rahul,arora,"Flexibility, Project Management, Trial Balancing","41, 46, 5",8,182,location,"cause1,cause2",industry,summary
9372,tiffany,nagpal,"Analysis, Evaluating Options and Ordering Equipment and Tools, Techniques, C++","22, 13, 35, 11",3,444,location,"cause1,cause2",industry,summary
9373,himani,bhatnagar,"Interaction Flows, Establishing Procedures, Problem Solving, Retail Buyer, Business Acumen","46, 18, 27, 6, 46",2,365,location,"cause1,cause2",industry,summary
9374,nishant,singh,"Content Strategy, Code Management and Promotion Tools, Pedicures","3, 47, 46",10,19,location,"cause1,cause2",industry,summary
9375,lisa,sherawat,"Python, Image Management, Payroll Taxes, Peachtree","34, 36, 26, 50",3,106,location,"cause1,cause2",industry,summary
9376,akshay,kapoor,"Appointment Scheduling, Customer Care, Exercising Discretion","8, 40, 10",3,440,location,"cause1,cause2",industry,summary
9377,akshay,arora,"Cloud Hosting Services, Accounting Principles, Health and Safety","42, 48, 45",8,324,location,"cause1,cause2",industry,summary
9378,sid,sherawat,"Tax Returns, Recommendations, Aging Reports, Communication, Retail Buyer","43, 38, 7, 37, 20",8,428,location,"cause1,cause2",industry,summary
9379,abhishek,parker,"Computer, Hair Design, DevOps, Bill Payment","21, 12, 18, 36",7,470,location,"cause1,cause2",industry,summary
9380,varun,rai,"Fixed Assets, Caring, Teaching","23, 11, 48",5,95,location,"cause1,cause2",industry,summary
9381,akshay,nagpal,"Counseling, Styling, Menus, Training, Big Data","22, 34, 27, 18, 50",7,341,location,"cause1,cause2",industry,summary
9382,nishant,walia,"Microsoft Office, Generating Content for Social Media Outlets, Team Building","49, 2, 26",9,233,location,"cause1,cause2",industry,summary
9383,ashima,bhatnagar,"Financial Statements, Brand Strategist, Deployment of Cloud Services, Programming Web Pages, Deployment Automation Tools","11, 10, 50, 35, 18",6,370,location,"cause1,cause2",industry,summary
9384,abhijeet,gandhi,"Job Cost Reports, IT Knowledge, Excel, Pumping Gas","28, 42, 21, 17",10,49,location,"cause1,cause2",industry,summary
9385,sid,sherawat,"Bilingual, Finance, Photoshop, Federal Tax Law, Microsoft Office","44, 14, 46, 13, 7",3,57,location,"cause1,cause2",industry,summary
9386,sid,mehrotra,"Decision Making, Data Entry, Cost Accounting, Heat Control, Flexibility","25, 4, 12, 43, 37",5,343,location,"cause1,cause2",industry,summary
9387,ashima,sherawat,"Monthly Closes, Usability, Prediction","49, 49, 2",6,494,location,"cause1,cause2",industry,summary
9388,abhishek,parker,"Editing, Baking Techniques, Banquet","42, 15, 7",6,414,location,"cause1,cause2",industry,summary
9389,lisa,walia,"Ordering, Team Building, Personal Tax, Editing ","2, 12, 23, 1",3,491,location,"cause1,cause2",industry,summary
9390,mia,roy,"Forecasts, Content Promotion, Brand Strategist","19, 8, 27",10,475,location,"cause1,cause2",industry,summary
9391,chad,mehrotra,"Problem Solving, Information Design, PowerPoint","25, 48, 7",7,15,location,"cause1,cause2",industry,summary
9392,abhishek,sherawat,"Publications, Organizing, Poise, Accounting Processes, Consistency","6, 25, 5, 8, 6",9,379,location,"cause1,cause2",industry,summary
9393,nishant,wartney,"Preparing Written Documents, Cloud Maintenance Tasks, Proofreading, Prediction, Critical Thinking","47, 48, 36, 14, 35",5,176,location,"cause1,cause2",industry,summary
9394,chad,dangelo,"Language, Bank Reconciliations, Supervising, Pedicures, Business Acumen","15, 21, 35, 22, 28",2,398,location,"cause1,cause2",industry,summary
9395,priya,singh,"Tax Software, Updating Files, Prepare Designs and Estimates","47, 49, 25",8,93,location,"cause1,cause2",industry,summary
9396,rahul,rai,"DevOps, Business Acumen, Language, Sketching","7, 17, 15, 28",3,251,location,"cause1,cause2",industry,summary
9397,abhishek,rai,"Design, Tax Returns, Cloud Maintenance Tasks, Language, Auto Body Repair","33, 44, 39, 11, 28",6,166,location,"cause1,cause2",industry,summary
9398,adam,nagpal,"Mock Ups, Hair Cutting, Preparing Written Documents, Teamwork, Electrical Installations","7, 45, 4, 12, 42",1,12,location,"cause1,cause2",industry,summary
9399,lisa,dangelo,"Public Relations, Planning Assistant, Interpersonal, Management","24, 43, 17, 42",3,50,location,"cause1,cause2",industry,summary
9400,adam,gandhi,"Control Labor Costs, Decision Trees, Data Modeling, Analysis, Evaluating Emerging Digital Technology Tools","42, 41, 7, 23, 48",9,255,location,"cause1,cause2",industry,summary
9401,mark,sherawat,"Accounting Principles, Balance Sheets, Graphic Artist","5, 39, 39",1,22,location,"cause1,cause2",industry,summary
9402,mark,bhatnagar,"Payroll Taxes, Flexibility, Annual Reports, Troubleshooting Abilities","39, 49, 3, 6",3,418,location,"cause1,cause2",industry,summary
9403,abhijeet,bhatnagar,"Buyer, Customer Service, Planning, Accounts Receivable, Google Analytics","19, 5, 31, 38, 7",5,330,location,"cause1,cause2",industry,summary
